Date;Suburb;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h)
1/4/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17.01;31.09.00;14.02;12.05;E;56
1/18/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.02;26.08.00;10;11;SW;35
1/18/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.02;26.08.00;10;11;SW;35
12/5/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;16.08;28.03.00;8.04;9.04;SW;39
12/5/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;16.08;28.03.00;8.04;9.04;SW;39
12/26/23;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21.01;28.03.00;10.06;9.05;SW;41
12/26/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.02;28.06.00;10.06;9.05;SW;33
12/26/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.02;28.06.00;10.06;9.05;SW;33
12/26/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19.01;27.01.00;9.01;8.01;SW;33
12/26/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19.07;28.06.00;14.02;12.05;SW;44
12/26/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;19.07;28.06.00;14.02;12.05;SW;44
12/26/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;19.07;28.06.00;14.02;12.05;SW;44
12/26/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20.02;28.06.00;10.06;9.05;SW;33
12/26/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17;27.05.00;14.02;12.05;NULL;33
12/26/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20.02;24.00.00;14.02;12.05;SSW;54
12/26/23;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21.01;28.03.00;10.06;9.05;SW;41
12/26/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20.02;28.06.00;10.06;9.05;SW;33
12/26/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17;27.05.00;14.02;12.05;NULL;33
12/26/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20.02;24.00.00;14.02;12.05;SSW;54
12/26/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.02;28.06.00;10.06;9.05;SW;33
12/26/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.02;28.06.00;10.06;9.05;SW;33
12/26/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19.01;27.01.00;9.01;8.01;SW;33
12/26/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19.07;28.06.00;14.02;12.05;SW;44
12/26/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;19.07;28.06.00;14.02;12.05;SW;44
12/26/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;19.07;28.06.00;14.02;12.05;SW;44
2/6/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15.09;33.01.00;8.08;12.06;ESE;35
2/6/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15.09;33.01.00;8.08;12.06;ESE;35
2/6/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15.01;32.05.00;14.02;12.05;E;57
2/6/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15.09;33.01.00;8.08;12.06;ESE;35
2/6/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15.09;33.01.00;8.08;12.06;ESE;35
2/6/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15.01;32.05.00;14.02;12.05;E;57
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;18.08;36.01.00;14.02;12.04;ESE;52
2/20/24;Bibra Lake;BIBRA LAKE;CITY OF COCKBURN;;40;11.04;12;SW;31
1/9/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;17.04;33.04.00;12.04;13;SW;48
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.07;38.03.00;9;13;NE;43
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.07;38.03.00;9;13;NE;43
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.07;38.03.00;9;13;NE;43
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.07;38.03.00;9;13;NE;43
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.07;38.03.00;9;13;NE;43
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.07;38.03.00;9;13;NE;43
1/23/24;Gnangara;MELALEUCA and LEXIA;CITY OF SWAN;16.06;27.07.00;9.04;13;S;39
1/23/24;Lexia;MELALEUCA and LEXIA;CITY OF SWAN;14;30;9.04;13;SW;44
1/30/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;17.01;36.03.00;14.02;12.09;ESE;48
12/6/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30.02.00;7.02;13.01;SW;44
12/6/23;Postans;POSTANS;CITY OF KWINANA;15.01;01.02;7.02;13.01;SW;48
12/6/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30.02.00;7.02;13.01;SW;44
12/6/23;Postans;POSTANS;CITY OF KWINANA;15.01;01.02;7.02;13.01;SW;48
12/6/23;Postans;POSTANS;CITY OF KWINANA;15.01;01.02;7.02;13.01;SW;48
12/20/23;The Vines;THE VINES;CITY OF SWAN;20.01;37.05.00;14.02;11.03;E;70
12/27/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.09;28.02.00;8.04;12.07;SSW;37
12/27/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.09;28.02.00;8.04;12.07;SSW;37
12/27/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.01;27.01.00;7.01;11.01;SSW;37
12/27/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.06;28;14.02;12.05;E;50
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.09;28.02.00;8.04;12.07;SSW;37
12/27/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.09;28.02.00;8.04;12.07;SSW;37
12/27/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.01;27.01.00;7.01;11.01;SSW;37
12/27/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.06;28;14.02;12.05;E;50
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14.02;26.02.00;14.02;12.05;ESE;59
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14.02;26.02.00;14.02;12.05;ESE;59
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14.02;26.02.00;14.02;12.05;ESE;59
2/7/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.07;37.00.00;10.06;12.06;E;37
2/7/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.07;37.00.00;10.06;12.06;E;37
2/7/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;16.07;37.00.00;14.02;12.05;E;69
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.06;37.02.00;14.02;12.06;E;52
2/7/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.07;37.00.00;10.06;12.06;E;37
2/7/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.07;37.00.00;10.06;12.06;E;37
2/7/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;16.07;37.00.00;14.02;12.05;E;69
2/7/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;19.03;33.07.00;14.02;;S;44
2/7/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;15.09;36.05.00;14.02;12.06;ESE;44
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.06;37.02.00;14.02;12.06;E;52
2/7/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;19.03;33.07.00;14.02;;S;44
2/7/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;15.09;36.05.00;14.02;12.06;ESE;44
2/14/24;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;15.03;36.08.00;14.02;12.05;ESE;63
2/14/24;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;15.03;36.08.00;14.02;12.05;ESE;63
2/21/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;19.02;28.02.00;9.06;9.07;SSW;33
2/21/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;17.01;31.03.00;14.02;12.05;SW;46
2/21/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;19.02;28.02.00;9.06;9.07;SSW;33
2/28/24;Wanneroo;NEERABUP and NOWERGUP;CITY OF WANNEROO;17.03;30.03.00;8;7.03;S;35
2/28/24;Nowergup;NEERABUP and NOWERGUP;CITY OF WANNEROO;16.02;32.02.00;8;7.03;SSW;31
2/28/24;Neerabup;NEERABUP and NOWERGUP;CITY OF WANNEROO;15.02;33.04.00;14.02;7.03;E;46
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8.09;32;14.02;11.03;E;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18.09;32;14.02;11.03;E;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19.05;26.03.00;14.02;9.08;WSW;35
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8.09;32;14.02;11.03;E;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18.09;32;14.02;11.03;E;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19.05;26.03.00;14.02;9.08;WSW;35
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8.09;32;14.02;11.03;E;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18.09;32;14.02;11.03;E;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19.05;26.03.00;14.02;9.08;WSW;35
1/17/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;23.04;31.02.00;12;12.06;WSW;31
1/17/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;23.04;31.02.00;12;12.06;WSW;31
1/12/24;Bayswater;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Bickley;NULL;NULL;16.02;34.07.00;10;13;NULL;41
1/12/24;Clarkson;NULL;NULL;19.07;38.03.00;10;13;E;57
1/12/24;Duncraig;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Glen Forrest;NULL;NULL;17.09;36.04.00;10;13;E;70
1/12/24;Inglewood;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Kings Park;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Mardella;NULL;NULL;19.03;37.01.00;10;13;ESE;52
1/12/24;North Lake;NULL;NULL;19.03;37.01.00;10;13;ESE;52
1/12/24;Port Kennedy;NULL;NULL;19.01;36.01.00;10;13;ENE;52
1/12/24;Singleton;NULL;NULL;19.04;37.05.00;10;13;ESE;37
1/12/24;Westminster;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Beaconsfield;NULL;NULL;19.04;36.06.00;10;13;E;44
1/12/24;Bicton;NULL;NULL;19.04;36.06.00;10;13;E;44
1/12/24;Clifton Park;NULL;NULL;19.04;37.05.00;10;13;ESE;37
1/12/24;East Cannington;NULL;NULL;19.04;38;9.02;13;E;61
1/12/24;Greenwood;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Innaloo;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Leederville;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Marmion;NULL;NULL;19.04;38;9.02;13;E;61
1/12/24;North Perth;NULL;NULL;;37;9.02;13;NE;35
1/12/24;Queens Park;NULL;NULL;19.04;38;9.02;13;E;61
1/12/24;Tuart Hill;NULL;NULL;19.03;37;9.02;13;NE;35
1/12/24;Whitby;NULL;NULL;19.03;37.01.00;10;13;ESE;52
1/22/24;Bayswater;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Bickley;NULL;NULL;14.02;27.07.00;10;13;WSW;48
1/22/24;Clarkson;NULL;NULL;15.01;31.04.00;10;13.01;SW;48
1/22/24;Duncraig;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Glen Forrest;NULL;NULL;16.05;30.04.00;10;13;SSW;54
1/22/24;Inglewood;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Kings Park;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Mardella;NULL;NULL;13.01;28.05.00;10;13.01;WSW;46
1/22/24;North Lake;NULL;NULL;13.01;28.05.00;10;13.01;WSW;46
1/22/24;Port Kennedy;NULL;NULL;17.06;25.09.00;10;13;SSW;54
1/22/24;Singleton;NULL;NULL;17.03;27.09.00;10;13;SW;37
1/22/24;Westminster;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Beaconsfield;NULL;NULL;17;27.02.00;10;13;SSW;41
1/22/24;Bicton;NULL;NULL;17;27.02.00;10;13;SSW;41
1/22/24;Clifton Park;NULL;NULL;17.03;27.09.00;10;13;SW;37
1/22/24;East Cannington;NULL;NULL;12.08;29.08.00;10.02;13.01;SW;48
1/22/24;Greenwood;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Innaloo;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Leederville;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Marmion;NULL;NULL;12.08;29.08.00;10.02;13.01;SW;48
1/22/24;North Perth;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Queens Park;NULL;NULL;17;27.02.00;10;13;SSW;41
1/22/24;Tuart Hill;NULL;NULL;15.09;28;10.02;13.01;SSW;41
1/22/24;Whitby;NULL;NULL;13.01;28.05.00;10;13.01;WSW;46
1/13/24;Bayswater;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Bickley;NULL;NULL;19.04;38.04.00;10;13;ENE;50
1/13/24;Clarkson;NULL;NULL;;42;10;11.03;ENE;52
1/13/24;Duncraig;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Glen Forrest;NULL;NULL;20.09;40.04.00;10;13;E;72
1/13/24;Inglewood;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Kings Park;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Mardella;NULL;NULL;23.06;40.04.00;10;11.03;ENE;44
1/13/24;North Lake;NULL;NULL;23.06;40.04.00;10;11.03;ENE;44
1/13/24;Port Kennedy;NULL;NULL;23.06;36.07.00;10;13;E;41
1/13/24;Singleton;NULL;NULL;23.07;37.02.00;10;13;E;37
1/13/24;Westminster;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Beaconsfield;NULL;NULL;23.03;39.05.00;10;13;E;48
1/13/24;Bicton;NULL;NULL;23.03;39.05.00;10;13;E;48
1/13/24;Clifton Park;NULL;NULL;23.07;37.02.00;10;13;E;37
1/13/24;East Cannington;NULL;NULL;22.09;41.03.00;11;11.03;E;57
1/13/24;Greenwood;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Innaloo;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Leederville;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Marmion;NULL;NULL;23.03;39.05.00;10;13;E;48
1/13/24;North Perth;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Queens Park;NULL;NULL;22.09;41.03.00;11;11.03;E;57
1/13/24;Tuart Hill;NULL;NULL;23.02;40.07.00;11;11.03;E;33
1/13/24;Whitby;NULL;NULL;23.06;40.04.00;10;11.03;ENE;44
1/27/24;Bayswater;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Bickley;NULL;NULL;13.08;33.04.00;10;13;ENE;43
1/27/24;Clarkson;NULL;NULL;15.01;36.08.00;10;13;E;48
1/27/24;Duncraig;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Glen Forrest;NULL;NULL;15.08;36.03.00;10;13;E;54
1/27/24;Inglewood;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Kings Park;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Mardella;NULL;NULL;16.06;32.06.00;10;13;ESE;39
1/27/24;North Lake;NULL;NULL;16.06;32.06.00;10;13;ESE;39
1/27/24;Port Kennedy;NULL;NULL;17.07;28.06.00;10;13;SSW;43
1/27/24;Singleton;NULL;NULL;17.09;30.07.00;10;13;SW;33
1/27/24;Westminster;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Beaconsfield;NULL;NULL;17.05;31.01.00;10;13;ENE;41
1/27/24;Bicton;NULL;NULL;17.05;31.01.00;10;13;ENE;41
1/27/24;Clifton Park;NULL;NULL;17.09;30.07.00;10;13;SW;33
1/27/24;East Cannington;NULL;NULL;16.05;35;8.04;13;ENE;39
1/27/24;Greenwood;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Innaloo;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Leederville;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Marmion;NULL;NULL;17.05;31.01.00;10;13;ENE;41
1/27/24;North Perth;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Queens Park;NULL;NULL;16.05;35;8.04;13;ENE;39
1/27/24;Tuart Hill;NULL;NULL;17;34;8.04;13;S;33
1/27/24;Whitby;NULL;NULL;16.06;32.06.00;10;13;ESE;39
1/28/24;Bayswater;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Bickley;NULL;NULL;16;27.06.00;10;13;SSW;39
1/28/24;Clarkson;NULL;NULL;13.06;29.09.00;10;12.01;SSW;44
1/28/24;Duncraig;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Glen Forrest;NULL;NULL;17.05;29.03.00;10;13;SW;46
1/28/24;Inglewood;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Kings Park;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Mardella;NULL;NULL;13.03;28;10;12.01;WSW;44
1/28/24;North Lake;NULL;NULL;13.03;28;10;12.01;WSW;44
1/28/24;Port Kennedy;NULL;NULL;19.08;24.05.00;10;13;SSW;57
1/28/24;Singleton;NULL;NULL;18.03;27.03.00;10;13;S;41
1/28/24;Westminster;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Beaconsfield;NULL;NULL;19.03;25.09.00;10;13;SSW;43
1/28/24;Bicton;NULL;NULL;19.03;25.09.00;10;13;SSW;43
1/28/24;Clifton Park;NULL;NULL;18.03;27.03.00;10;13;S;41
1/28/24;East Cannington;NULL;NULL;13.06;28.09.00;10;12.01;SSW;50
1/28/24;Greenwood;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Innaloo;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Leederville;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Marmion;NULL;NULL;19.03;25.09.00;10;13;SSW;43
1/28/24;North Perth;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Queens Park;NULL;NULL;13.06;28.09.00;10;12.01;SSW;50
1/28/24;Tuart Hill;NULL;NULL;17.01;27.01.00;10;12.01;SSW;39
1/28/24;Whitby;NULL;NULL;13.03;28;10;12.01;WSW;44
1/4/24;Bayswater;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Bickley;NULL;NULL;13;28.07.00;10;13;ENE;67
1/4/24;Clarkson;NULL;NULL;16.04;32.05.00;10;13.01;ESE;57
1/4/24;Duncraig;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Glen Forrest;NULL;NULL;14.05;30.07.00;10;13;E;72
1/4/24;Inglewood;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Kings Park;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Mardella;NULL;NULL;16.04;31.06.00;10;13.01;ESE;56
1/4/24;North Lake;NULL;NULL;16.04;31.06.00;10;13.01;ESE;56
1/4/24;Port Kennedy;NULL;NULL;17.01;31.09.00;10;13;E;56
1/4/24;Singleton;NULL;NULL;16.06;32.03.00;10;13;ESE;41
1/4/24;Westminster;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Beaconsfield;NULL;NULL;16.04;32.02.00;10;13;ESE;52
1/4/24;Bicton;NULL;NULL;16.04;32.02.00;10;13;ESE;52
1/4/24;Clifton Park;NULL;NULL;16.06;32.03.00;10;13;ESE;41
1/4/24;East Cannington;NULL;NULL;16.02;31.07.00;11.06;13.01;E;61
1/4/24;Greenwood;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Innaloo;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Leederville;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Marmion;NULL;NULL;16.04;32.02.00;10;13;ESE;52
1/4/24;North Perth;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Queens Park;NULL;NULL;16.02;31.07.00;11.06;13.01;E;61
1/4/24;Tuart Hill;NULL;NULL;16.02;31.01.00;11.06;13.01;E;50
1/4/24;Whitby;NULL;NULL;16.04;31.06.00;10;13.01;ESE;56
1/18/24;Bayswater;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Bickley;NULL;NULL;18.07;25.01.00;10;13;W;46
1/18/24;Clarkson;NULL;NULL;20.03;29;10;11;WSW;50
1/18/24;Duncraig;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Glen Forrest;NULL;NULL;19.08;28.02.00;10;13;WSW;48
1/18/24;Inglewood;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Kings Park;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Mardella;NULL;NULL;21.06;27.06.00;10;11;WSW;43
1/18/24;North Lake;NULL;NULL;21.06;27.06.00;10;11;WSW;43
1/18/24;Port Kennedy;NULL;NULL;21.06;26.02.00;10;13;WSW;39
1/18/24;Singleton;NULL;NULL;21.06;26.03.00;10;13;W;35
1/18/24;Westminster;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Beaconsfield;NULL;NULL;21.04;26.06.00;10;13;SW;37
1/18/24;Bicton;NULL;NULL;21.04;26.06.00;10;13;SW;37
1/18/24;Clifton Park;NULL;NULL;21.06;26.03.00;10;13;W;35
1/18/24;East Cannington;NULL;NULL;21.03;27.09.00;10;11;WSW;44
1/18/24;Greenwood;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Innaloo;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Leederville;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Marmion;NULL;NULL;21.04;26.06.00;10;13;SW;37
1/18/24;North Perth;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Queens Park;NULL;NULL;21.03;27.09.00;10;11;WSW;44
1/18/24;Tuart Hill;NULL;NULL;21.02;26.08.00;10;11;SW;35
1/18/24;Whitby;NULL;NULL;21.06;27.06.00;10;11;WSW;43
1/30/24;Bayswater;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Bickley;NULL;NULL;13.09;36.05.00;10;13;NE;52
1/30/24;Clarkson;NULL;NULL;15.08;39.05.00;10;12.09;E;57
1/30/24;Duncraig;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Glen Forrest;NULL;NULL;16.01;39.06.00;10;13;ESE;61
1/30/24;Inglewood;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Kings Park;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Mardella;NULL;NULL;17.01;36.03.00;10;12.09;ESE;48
1/30/24;North Lake;NULL;NULL;17.01;36.03.00;10;12.09;ESE;48
1/30/24;Port Kennedy;NULL;NULL;17.06;33.08.00;10;13;SSW;50
1/30/24;Singleton;NULL;NULL;17.04;34.07.00;10;13;ESE;33
1/30/24;Westminster;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Beaconsfield;NULL;NULL;18.02;35.01.00;10;13;SSW;43
1/30/24;Bicton;NULL;NULL;18.02;35.01.00;10;13;SSW;43
