Date;Suburb;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h)
1/30/24;Clifton Park;NULL;NULL;17.04;34.07.00;10;13;ESE;33
1/30/24;East Cannington;NULL;NULL;17.05;38.03.00;10;12.09;E;67
1/30/24;Greenwood;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Innaloo;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Leederville;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Marmion;NULL;NULL;18.02;35.01.00;10;13;SSW;43
1/30/24;North Perth;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Queens Park;NULL;NULL;17.05;38.03.00;10;12.09;E;67
1/30/24;Tuart Hill;NULL;NULL;18;36;10;12.09;S;37
1/30/24;Whitby;NULL;NULL;17.01;36.03.00;10;12.09;ESE;48
1/3/24;Bayswater;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Bickley;NULL;NULL;15.09;29.02.00;10;;ENE;76
1/3/24;Clarkson;NULL;NULL;18.07;32.04.00;10;11.03;ESE;59
1/3/24;Duncraig;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Glen Forrest;NULL;NULL;17.05;30.09.00;10;13;E;76
1/3/24;Inglewood;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Kings Park;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Mardella;NULL;NULL;18.09;32;10;11.03;E;59
1/3/24;North Lake;NULL;NULL;18.09;32;10;11.03;E;59
1/3/24;Port Kennedy;NULL;NULL;18.09;32.04.00;10;13;E;52
1/3/24;Singleton;NULL;NULL;18.09;31.08.00;10;13;ESE;48
1/3/24;Westminster;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Beaconsfield;NULL;NULL;18.09;32.03.00;10;13;ESE;48
1/3/24;Bicton;NULL;NULL;18.09;32.03.00;10;13;ESE;48
1/3/24;Clifton Park;NULL;NULL;18.09;31.08.00;10;13;ESE;48
1/3/24;East Cannington;NULL;NULL;19.02;31.08.00;5.06;11.03;E;63
1/3/24;Greenwood;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Innaloo;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Leederville;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Marmion;NULL;NULL;18.09;32.03.00;10;13;ESE;48
1/3/24;North Perth;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Queens Park;NULL;NULL;19.02;31.08.00;5.06;11.03;E;63
1/3/24;Tuart Hill;NULL;NULL;19.01;31.06.00;5.06;11.03;SE;41
1/3/24;Whitby;NULL;NULL;18.09;32;10;11.03;E;59
1/24/24;Bayswater;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Bickley;NULL;NULL;14.04;29.06.00;10;13;WSW;43
1/24/24;Clarkson;NULL;NULL;15.06;32.01.00;10;12.09;SSW;50
1/24/24;Duncraig;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Glen Forrest;NULL;NULL;16.01;31.02.00;10;13;SSW;56
1/24/24;Inglewood;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Kings Park;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Mardella;NULL;NULL;16.02;29.04.00;10;12.09;SW;50
1/24/24;North Lake;NULL;NULL;16.02;29.04.00;10;12.09;SW;50
1/24/24;Port Kennedy;NULL;NULL;18.05;24.04.00;10;13;S;65
1/24/24;Singleton;NULL;NULL;18;27.03.00;10;13;S;48
1/24/24;Westminster;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Beaconsfield;NULL;NULL;17.08;26.08.00;10;13;SSW;52
1/24/24;Bicton;NULL;NULL;17.08;26.08.00;10;13;SSW;52
1/24/24;Clifton Park;NULL;NULL;18;27.03.00;10;13;S;48
1/24/24;East Cannington;NULL;NULL;16.08;31.01.00;8.06;12.09;SW;52
1/24/24;Greenwood;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Innaloo;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Leederville;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Marmion;NULL;NULL;17.08;26.08.00;10;13;SSW;52
1/24/24;North Perth;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Queens Park;NULL;NULL;16.08;31.01.00;8.06;12.09;SW;52
1/24/24;Tuart Hill;NULL;NULL;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Whitby;NULL;NULL;16.02;29.04.00;10;12.09;SW;50
12/8/23;Postans;POSTANS;CITY OF KWINANA;13.01;26.01.00;7.04;13;SW;56
12/8/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15.02;24.07.00;7.04;13;S;50
12/15/23;Stratton;MIDDLE SWAN and STRATTON;CITY OF SWAN;15.06;33.08.00;10.08;12.07;ENE;37
12/15/23;Middle Swan;MIDDLE SWAN and STRATTON;CITY OF SWAN;15.06;33.08.00;10.08;12.07;ENE;37
12/29/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;17.03;33.01.00;14.02;11;E;61
12/29/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14;29.05.00;14.02;12.07;ENE;65
2/9/24;Guildford;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18.08;43.04.00;14.02;12.05;ENE;46
2/9/24;Belmont;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19.09;42;14.02;12.05;SW;33
2/9/24;Ascot;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19.09;42;14.02;12.05;SW;33
2/9/24;Perth Airport;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18.08;43.04.00;14.02;12.05;ENE;46
2/9/24;Redcliffe;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19.09;42;14.02;12.05;SW;33
2/9/24;South Guildford;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18.08;43.04.00;14.02;12.05;ENE;46
2/9/24;South Perth;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19.09;42;14.02;12.05;SW;33
2/9/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;20.02;43.06.00;14.02;12.05;SW;35
2/9/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;20.02;43.06.00;14.02;12.05;SW;35
2/9/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;23;43.09.00;14.02;12.07;ESE;52
2/9/24;Jarrahdale;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20.02;43.06.00;14.02;12.05;SW;35
2/9/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20.06;41.03.00;14.02;12.07;S;31
2/9/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;21;42.06.00;14.02;12.05;NE;44
2/9/24;Serpentine;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20.06;41.03.00;14.02;12.07;S;31
2/23/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;17.09;37.07.00;9;12.01;ENE;39
2/23/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;18.08;39.09.00;14.02;12.07;ENE;52
2/23/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;17.09;37.07.00;9;12.01;ENE;39
1/5/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17;28.07.00;14.02;12.07;SSW;52
1/5/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17;28.07.00;14.02;12.07;SSW;52
1/19/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21.04;27.06.00;10.02;12.08;SW;37
1/19/24;Yanchep;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;20.05;NULL;14.02;12.07;E;52
1/19/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;21.04;27.06.00;10.02;12.08;SW;37
12/4/23;Wanneroo;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18.04;26.05.00;8;11.08;SSW;33
12/4/23;Mariginiup;JANDABUP and MARIGINIUP;CITY OF WANNEROO;16.05;29.07.00;14.02;11.08;WSW;48
12/11/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;15.02;33.09.00;10.04;13.02;E;61
12/25/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;20.01;36.02.00;14.02;12;SW;41
12/25/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;20;37.05.00;9.04;12;SW;41
2/5/24;Swan View;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13.06;28.07.00;14.02;12.07;ESE;44
2/5/24;Stratton;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14.09;28.09.00;10;12.07;ENE;31
2/5/24;Midvale;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13.06;28.07.00;14.02;12.07;ESE;44
2/12/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;17;38.01.00;14.02;12.04;ENE;54
2/19/24;Karrinyup;GWELUP and KARRINYUP;CITY OF STIRLING;;42.03.00;13.06;5.05;NE;35
2/19/24;Gwelup;GWELUP and KARRINYUP;CITY OF STIRLING;;42.03.00;13.06;5.05;NE;35
2/19/24;Stirling;GWELUP and KARRINYUP;CITY OF STIRLING;;42.03.00;13.06;5.05;NE;35
1/1/24;Jarrahdale;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17.01;30.09.00;9;11.08;WSW;31
1/1/24;Darling Downs;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;14.02;11.08;SW;48
1/1/24;Serpentine;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17.09;24.00.00;14.02;12.07;SSW;67
1/15/24;Gnangara;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22.03;34.04.00;11;12.01;WSW;26
1/15/24;Wanneroo;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22.03;34.04.00;11;12.01;WSW;26
1/15/24;Pinjar;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;21.08;36.06.00;11;12.01;W;43
1/15/24;Jarrahdale;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;21.02;38.01.00;11;12.01;W;30
1/15/24;Oakford;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23.01;34.05.00;14.02;12.01;N;31
1/15/24;Serpentine;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;22;33.01.00;14.02;12.07;N;31
12/9/23;Mandogalup;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;3.02;28.08.00;14.02;13;ESE;52
12/9/23;The Spectacles;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13.02;28.08.00;14.02;13;ESE;52
12/9/23;Anketell;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13.02;28.08.00;14.02;13;ESE;52
12/9/23;Postans;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13.05;29;10.02;13;E;52
12/9/23;Mandogalup;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;3.02;28.08.00;14.02;13;ESE;52
12/9/23;The Spectacles;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13.02;28.08.00;14.02;13;ESE;52
12/9/23;Anketell;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13.02;28.08.00;14.02;13;ESE;52
12/9/23;Postans;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13.05;29;10.02;13;E;52
12/9/23;Ellenbrook;ELLENBROOK;CITY OF SWAN;13.08;28.08.00;10.02;13;ESE;39
2/10/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.08;44.02.00;14.02;12.05;SW;44
2/10/24;Spearwood;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20.07;42.06.00;14.02;12.05;W;48
2/10/24;Coogee;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20.07;42.06.00;14.02;12.05;W;48
1/13/24;Jarrahdale;JARRAHDALE;SHIRE OF SERPENTINE-JARRAHDALE;23.05;41.02.00;11;11.03;E;37
1/13/24;Oakford;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23.06;40.04.00;14.02;11.03;ENE;44
1/13/24;Serpentine;SERPENTINE;SHIRE OF SERPENTINE-JARRAHDALE;23.06;36.07.00;14.02;12.07;E;41
1/13/24;Success;BEELIAR and SUCCESS;CITY OF COCKBURN;23.06;40.04.00;14.02;11.03;ENE;44
1/13/24;Beeliar;BEELIAR and SUCCESS;CITY OF COCKBURN;23.06;40.04.00;14.02;11.03;ENE;44
12/10/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;14.05;31.05.00;14.02;13.03;SE;50
12/10/23;Jarrahdale;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14.04;31.03.00;10.08;13.03;E;52
12/10/23;Wellard;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;14.02;12.07;ESE;50
12/10/23;Oldbury;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14.02;31.02.00;14.02;13.03;E;52
12/10/23;Serpentine;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;14.02;12.07;ESE;50
12/17/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.07;35.02.00;14.02;13.02;ENE;54
12/24/23;Kalamunda;WATTLE GROVE;CITY OF KALAMUNDA;14.08;36.00.00;14.02;12.07;E;78
12/24/23;Wattle Grove;WATTLE GROVE;CITY OF KALAMUNDA;14.08;36.00.00;14.02;12.07;E;78
1/7/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19.02;30.09.00;14.02;12.07;SSW;43
1/7/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19.02;30.09.00;14.02;12.07;SSW;43
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.09;37.03.00;9.02;12.07;SW;30
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.07;35.01.00;14.02;12.07;SSW;39
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19.02;30.09.00;14.02;12.07;SSW;43
1/4/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;16.04;31.06.00;14.02;13.01;ESE;56
1/4/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;16.04;31.06.00;14.02;13.01;ESE;56
1/4/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;16.04;31.06.00;14.02;13.01;ESE;56
12/19/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;4.04;30.08.00;14.02;12.07;E;80
12/19/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.03;32.08.00;12;12.03;E;63
12/19/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.03;32.08.00;12;12.03;E;63
12/19/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.04;30.08.00;14.02;12.07;E;80
12/19/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.07;31.02.00;13;13.02;ESE;41
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;18.08;36.01.00;14.02;12.04;E;52
1/9/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;16.04;31.09.00;14.02;12.07;SSW;48
1/9/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;18.01;30.06.00;12.04;13;SW;48
1/23/24;Gnangara;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;16.06;27.07.00;9.04;13;S;39
1/23/24;Wanneroo;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;16.06;27.07.00;9.04;13;S;39
1/23/24;Pinjar;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;13.06;29.09.00;9.04;13;SW;48
12/6/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;16.06;33;7.02;13.01;SW;48
12/20/23;The Vines;THE VINES;CITY OF SWAN;20.01;37.05.00;14.02;11.03;E;70
12/27/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;15.06;28;14.02;12.07;E;50
12/27/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;15.06;28;14.02;12.07;E;50
12/27/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16.09;28.02.00;8.04;12.07;SSW;37
12/27/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;14.05;27.05.00;14.02;12.07;E;52
12/27/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17.09;24.02.00;14.02;12.07;SE;57
12/27/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16.09;28.02.00;8.04;12.07;SSW;37
12/27/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;14.05;27.05.00;14.02;12.07;E;52
12/27/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17.09;24.02.00;14.02;12.07;SE;57
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;14.02;12.07;ESE;57
2/14/24;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;15.03;36.08.00;14.02;12.07;ESE;63
2/14/24;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;15.03;36.08.00;14.02;12.07;ESE;63
1/24/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;16.08;31.01.00;8.06;12.09;SW;52
1/24/24;Gnangara;MELALEUCA and LEXIA;CITY OF SWAN;17.05;28.02.00;8.06;12.09;SSW;46
1/24/24;Lexia;MELALEUCA and LEXIA;CITY OF SWAN;15.06;31.09.00;8.06;12.09;SW;44
12/8/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;13.04;27.04.00;12.06;13;SE;52
12/8/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;13.04;27.04.00;12.06;13;SE;52
12/8/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;13.04;27.04.00;12.06;13;SE;52
12/8/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;13.04;27.04.00;12.06;13;SE;52
12/22/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/22/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/22/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17.01;32.08.00;11.01;11.01;W;30
12/22/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17.01;32.08.00;11.01;11.01;W;30
12/22/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17.01;32.08.00;11.01;11.01;W;30
12/22/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17.01;32.08.00;11.01;11.01;W;30
12/22/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17.01;32.08.00;11.01;11.01;W;30
12/22/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20.08;33.04.00;12.06;12.07;E;63
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
