Date;Suburb;Location;Area;Maximum_temperature(C);Evaporation(mm)
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;32;12,06
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;32;12,06
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;28;12,06
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;32;12,06
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;32;12,06
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;28;12,06
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;32;12,06
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;32;12,06
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;28;12,06
2/9/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;42;14,02
2/9/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;42;14,02
2/9/24;Spearwood;SPEARWOOD;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Munster;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Munster;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Bibra Lake;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Munster;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;43;14,02
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;42;12,06
12/18/23;Kalamunda;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;30;12,06
12/18/23;Kewdale;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;31;13
12/18/23;Wattle Grove;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;30;12,06
12/18/23;Belmont;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;31;13
12/18/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;30;12,06
12/18/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;30;12,06
12/18/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;30;12,06
12/18/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;12,06
12/18/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;30;12,06
12/18/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;30;12,06
12/18/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
12/18/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;30;12,06
12/18/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;31;13
1/1/24;Jarrahdale;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;30;9
1/1/24;Darling Downs;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;27;12,06
1/1/24;Serpentine;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;24;12,06
1/1/24;Jarrahdale;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;30;9
1/1/24;Darling Downs;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;27;12,06
1/1/24;Serpentine;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;24;12,06
1/15/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;38;12,06
1/15/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;34;11
1/15/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11
1/15/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;38;12,06
1/15/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;34;11
1/15/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11
12/9/23;Ellenbrook;ELLENBROOK;CITY OF SWAN;28;10,02
12/9/23;Ellenbrook;ELLENBROOK;CITY OF SWAN;28;10,02
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;35;8,04
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;31;12,06
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;27;12,06
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;35;8,04
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;31;12,06
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;27;12,06
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;35;8,04
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;31;12,06
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;27;12,06
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;35;8,04
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;31;12,06
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;27;12,06
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;35;8,04
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;31;12,06
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;27;12,06
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40;11
2/18/24;Karrinyup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Gwelup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Stirling;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Carine;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Karrinyup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Gwelup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Stirling;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
2/18/24;Carine;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42;10,04
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;37;9,02
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;35;12,06
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;30;12,06
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;37;9,02
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;35;12,06
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;30;12,06
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;38;12,06
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;36;9,02
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;38;12,06
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;36;9,02
1/14/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;36;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;36;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;11,02
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;10
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;10
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;12,06
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;10
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;10
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;12,06
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;10
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;10
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31;12,06
12/14/23;Stratton;MIDDLE SWAN and STRATTON;CITY OF SWAN;31;10
12/14/23;Middle Swan;MIDDLE SWAN and STRATTON;CITY OF SWAN;31;10
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36;12,06
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Guildford;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41;11,08
2/8/24;Kalamunda;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;40;12,06
2/8/24;Hazelmere;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41;11,08
2/8/24;High Wycombe;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41;11,08
2/8/24;Perth Airport;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41;11,08
2/8/24;South Guildford;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41;11,08
2/8/24;South Perth;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;39;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39;11,08
2/8/24;Guildford;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41;11,08
2/8/24;Kalamunda;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;40;12,06
2/8/24;High Wycombe;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41;11,08
2/8/24;Belmont;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;39;11,08
2/8/24;Perth Airport;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41;11,08
