Date;Suburb;Location;Area;Minimum_temperature (C);Maximum_temperature (C);Evaporation(mm);Sunshine(hours);Speed_of_maximum_wind_gust(km/h)
1/16/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38;9;13;43
1/23/24;Gnangara;MELALEUCA and LEXIA;CITY OF SWAN;16,06;27;9,04;13;39
1/23/24;Lexia;MELALEUCA and LEXIA;CITY OF SWAN;14;30;9,04;13;44
1/30/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;17,01;36;14,02;12,09;48
12/6/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30;7,02;13,01;44
12/6/23;Postans;POSTANS;CITY OF KWINANA;15,01;1;7,02;13,01;48
12/6/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30;7,02;13,01;44
12/6/23;Postans;POSTANS;CITY OF KWINANA;15,01;1;7,02;13,01;48
12/6/23;Postans;POSTANS;CITY OF KWINANA;15,01;1;7,02;13,01;48
12/20/23;The Vines;THE VINES;CITY OF SWAN;20,01;37;14,02;11,03;70
12/27/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28;8,04;12,07;37
12/27/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28;8,04;12,07;37
12/27/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;27;7,01;11,01;37
12/27/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,06;28;14,02;12,05;50
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26;14,02;12,07;57
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26;14,02;12,07;57
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26;14,02;12,07;57
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26;14,02;12,07;57
12/27/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28;8,04;12,07;37
12/27/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28;8,04;12,07;37
12/27/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;27;7,01;11,01;37
12/27/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,06;28;14,02;12,05;50
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;16;26;14,02;12,07;57
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14,02;26;14,02;12,05;59
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;16;26;14,02;12,07;57
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14,02;26;14,02;12,05;59
12/27/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;16;26;14,02;12,07;57
12/27/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14,02;26;14,02;12,05;59
2/7/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37;10,06;12,06;37
2/7/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37;10,06;12,06;37
2/7/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;16,07;37;14,02;12,05;69
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18,06;37;14,02;12,06;52
2/7/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37;10,06;12,06;37
2/7/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37;10,06;12,06;37
2/7/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;16,07;37;14,02;12,05;69
2/7/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;19,03;33;14,02;;44
2/7/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;15,09;36;14,02;12,06;44
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18,06;37;14,02;12,06;52
2/7/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;19,03;33;14,02;;44
2/7/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;15,09;36;14,02;12,06;44
2/14/24;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;15,03;36;14,02;12,05;63
2/14/24;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;15,03;36;14,02;12,05;63
2/21/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;19,02;28;9,06;9,07;33
2/21/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;17,01;31;14,02;12,05;46
2/21/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;19,02;28;9,06;9,07;33
2/28/24;Wanneroo;NEERABUP and NOWERGUP;CITY OF WANNEROO;17,03;30;8;7,03;35
2/28/24;Nowergup;NEERABUP and NOWERGUP;CITY OF WANNEROO;16,02;32;8;7,03;31
2/28/24;Neerabup;NEERABUP and NOWERGUP;CITY OF WANNEROO;15,02;33;14,02;7,03;46
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;14,02;11,03;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;14,02;11,03;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26;14,02;9,08;35
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;14,02;11,03;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;14,02;11,03;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26;14,02;9,08;35
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;14,02;11,03;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;14,02;11,03;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26;14,02;9,08;35
1/17/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;23,04;31;12;12,06;31
1/17/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;23,04;31;12;12,06;31
1/12/24;Bayswater;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Bickley;NULL;NULL;16,02;34;10;13;41
1/12/24;Clarkson;NULL;NULL;19,07;38;10;13;57
1/12/24;Duncraig;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Glen Forrest;NULL;NULL;17,09;36;10;13;70
1/12/24;Inglewood;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Kings Park;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Mardella;NULL;NULL;19,03;37;10;13;52
1/12/24;North Lake;NULL;NULL;19,03;37;10;13;52
1/12/24;Port Kennedy;NULL;NULL;19,01;36;10;13;52
1/12/24;Singleton;NULL;NULL;19,04;37;10;13;37
1/12/24;Westminster;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Beaconsfield;NULL;NULL;19,04;36;10;13;44
1/12/24;Bicton;NULL;NULL;19,04;36;10;13;44
1/12/24;Clifton Park;NULL;NULL;19,04;37;10;13;37
1/12/24;East Cannington;NULL;NULL;19,04;38;9,02;13;61
1/12/24;Greenwood;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Innaloo;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Leederville;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Marmion;NULL;NULL;19,04;38;9,02;13;61
1/12/24;North Perth;NULL;NULL;;37;9,02;13;35
1/12/24;Queens Park;NULL;NULL;19,04;38;9,02;13;61
1/12/24;Tuart Hill;NULL;NULL;19,03;37;9,02;13;35
1/12/24;Whitby;NULL;NULL;19,03;37;10;13;52
1/22/24;Bayswater;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Bickley;NULL;NULL;14,02;27;10;13;48
1/22/24;Clarkson;NULL;NULL;15,01;31;10;13,01;48
1/22/24;Duncraig;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Glen Forrest;NULL;NULL;16,05;30;10;13;54
1/22/24;Inglewood;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Kings Park;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Mardella;NULL;NULL;13,01;28;10;13,01;46
1/22/24;North Lake;NULL;NULL;13,01;28;10;13,01;46
1/22/24;Port Kennedy;NULL;NULL;17,06;25;10;13;54
1/22/24;Singleton;NULL;NULL;17,03;27;10;13;37
1/22/24;Westminster;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Beaconsfield;NULL;NULL;17;27;10;13;41
1/22/24;Bicton;NULL;NULL;17;27;10;13;41
1/22/24;Clifton Park;NULL;NULL;17,03;27;10;13;37
1/22/24;East Cannington;NULL;NULL;12,08;29;10,02;13,01;48
1/22/24;Greenwood;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Innaloo;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Leederville;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Marmion;NULL;NULL;12,08;29;10,02;13,01;48
1/22/24;North Perth;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Queens Park;NULL;NULL;17;27;10;13;41
1/22/24;Tuart Hill;NULL;NULL;15,09;28;10,02;13,01;41
1/22/24;Whitby;NULL;NULL;13,01;28;10;13,01;46
1/13/24;Bayswater;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Bickley;NULL;NULL;19,04;38;10;13;50
1/13/24;Clarkson;NULL;NULL;;42;10;11,03;52
1/13/24;Duncraig;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Glen Forrest;NULL;NULL;20,09;40;10;13;72
1/13/24;Inglewood;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Kings Park;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Mardella;NULL;NULL;23,06;40;10;11,03;44
1/13/24;North Lake;NULL;NULL;23,06;40;10;11,03;44
1/13/24;Port Kennedy;NULL;NULL;23,06;36;10;13;41
1/13/24;Singleton;NULL;NULL;23,07;37;10;13;37
1/13/24;Westminster;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Beaconsfield;NULL;NULL;23,03;39;10;13;48
1/13/24;Bicton;NULL;NULL;23,03;39;10;13;48
1/13/24;Clifton Park;NULL;NULL;23,07;37;10;13;37
1/13/24;East Cannington;NULL;NULL;22,09;41;11;11,03;57
1/13/24;Greenwood;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Innaloo;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Leederville;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Marmion;NULL;NULL;23,03;39;10;13;48
1/13/24;North Perth;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Queens Park;NULL;NULL;22,09;41;11;11,03;57
1/13/24;Tuart Hill;NULL;NULL;23,02;40;11;11,03;33
1/13/24;Whitby;NULL;NULL;23,06;40;10;11,03;44
1/27/24;Bayswater;NULL;NULL;17;34;8,04;13;33
1/27/24;Bickley;NULL;NULL;13,08;33;10;13;43
1/27/24;Clarkson;NULL;NULL;15,01;36;10;13;48
1/27/24;Duncraig;NULL;NULL;17;34;8,04;13;33
1/27/24;Glen Forrest;NULL;NULL;15,08;36;10;13;54
1/27/24;Inglewood;NULL;NULL;17;34;8,04;13;33
1/27/24;Kings Park;NULL;NULL;17;34;8,04;13;33
1/27/24;Mardella;NULL;NULL;16,06;32;10;13;39
1/27/24;North Lake;NULL;NULL;16,06;32;10;13;39
1/27/24;Port Kennedy;NULL;NULL;17,07;28;10;13;43
1/27/24;Singleton;NULL;NULL;17,09;30;10;13;33
1/27/24;Westminster;NULL;NULL;17;34;8,04;13;33
1/27/24;Beaconsfield;NULL;NULL;17,05;31;10;13;41
1/27/24;Bicton;NULL;NULL;17,05;31;10;13;41
1/27/24;Clifton Park;NULL;NULL;17,09;30;10;13;33
1/27/24;East Cannington;NULL;NULL;16,05;35;8,04;13;39
1/27/24;Greenwood;NULL;NULL;17;34;8,04;13;33
1/27/24;Innaloo;NULL;NULL;17;34;8,04;13;33
1/27/24;Leederville;NULL;NULL;17;34;8,04;13;33
1/27/24;Marmion;NULL;NULL;17,05;31;10;13;41
1/27/24;North Perth;NULL;NULL;17;34;8,04;13;33
1/27/24;Queens Park;NULL;NULL;16,05;35;8,04;13;39
1/27/24;Tuart Hill;NULL;NULL;17;34;8,04;13;33
1/27/24;Whitby;NULL;NULL;16,06;32;10;13;39
1/28/24;Bayswater;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Bickley;NULL;NULL;16;27;10;13;39
1/28/24;Clarkson;NULL;NULL;13,06;29;10;12,01;44
1/28/24;Duncraig;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Glen Forrest;NULL;NULL;17,05;29;10;13;46
1/28/24;Inglewood;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Kings Park;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Mardella;NULL;NULL;13,03;28;10;12,01;44
1/28/24;North Lake;NULL;NULL;13,03;28;10;12,01;44
1/28/24;Port Kennedy;NULL;NULL;19,08;24;10;13;57
1/28/24;Singleton;NULL;NULL;18,03;27;10;13;41
1/28/24;Westminster;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Beaconsfield;NULL;NULL;19,03;25;10;13;43
1/28/24;Bicton;NULL;NULL;19,03;25;10;13;43
1/28/24;Clifton Park;NULL;NULL;18,03;27;10;13;41
1/28/24;East Cannington;NULL;NULL;13,06;28;10;12,01;50
1/28/24;Greenwood;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Innaloo;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Leederville;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Marmion;NULL;NULL;19,03;25;10;13;43
1/28/24;North Perth;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Queens Park;NULL;NULL;13,06;28;10;12,01;50
1/28/24;Tuart Hill;NULL;NULL;17,01;27;10;12,01;39
1/28/24;Whitby;NULL;NULL;13,03;28;10;12,01;44
1/4/24;Bayswater;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Bickley;NULL;NULL;13;28;10;13;67
1/4/24;Clarkson;NULL;NULL;16,04;32;10;13,01;57
1/4/24;Duncraig;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Glen Forrest;NULL;NULL;14,05;30;10;13;72
1/4/24;Inglewood;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Kings Park;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Mardella;NULL;NULL;16,04;31;10;13,01;56
1/4/24;North Lake;NULL;NULL;16,04;31;10;13,01;56
1/4/24;Port Kennedy;NULL;NULL;17,01;31;10;13;56
1/4/24;Singleton;NULL;NULL;16,06;32;10;13;41
1/4/24;Westminster;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Beaconsfield;NULL;NULL;16,04;32;10;13;52
1/4/24;Bicton;NULL;NULL;16,04;32;10;13;52
1/4/24;Clifton Park;NULL;NULL;16,06;32;10;13;41
1/4/24;East Cannington;NULL;NULL;16,02;31;11,06;13,01;61
1/4/24;Greenwood;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Innaloo;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Leederville;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Marmion;NULL;NULL;16,04;32;10;13;52
1/4/24;North Perth;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Queens Park;NULL;NULL;16,02;31;11,06;13,01;61
1/4/24;Tuart Hill;NULL;NULL;16,02;31;11,06;13,01;50
1/4/24;Whitby;NULL;NULL;16,04;31;10;13,01;56
1/18/24;Bayswater;NULL;NULL;21,02;26;10;11;35
1/18/24;Bickley;NULL;NULL;18,07;25;10;13;46
1/18/24;Clarkson;NULL;NULL;20,03;29;10;11;50
1/18/24;Duncraig;NULL;NULL;21,02;26;10;11;35
1/18/24;Glen Forrest;NULL;NULL;19,08;28;10;13;48
1/18/24;Inglewood;NULL;NULL;21,02;26;10;11;35
1/18/24;Kings Park;NULL;NULL;21,02;26;10;11;35
1/18/24;Mardella;NULL;NULL;21,06;27;10;11;43
1/18/24;North Lake;NULL;NULL;21,06;27;10;11;43
1/18/24;Port Kennedy;NULL;NULL;21,06;26;10;13;39
1/18/24;Singleton;NULL;NULL;21,06;26;10;13;35
1/18/24;Westminster;NULL;NULL;21,02;26;10;11;35
1/18/24;Beaconsfield;NULL;NULL;21,04;26;10;13;37
1/18/24;Bicton;NULL;NULL;21,04;26;10;13;37
1/18/24;Clifton Park;NULL;NULL;21,06;26;10;13;35
1/18/24;East Cannington;NULL;NULL;21,03;27;10;11;44
1/18/24;Greenwood;NULL;NULL;21,02;26;10;11;35
1/18/24;Innaloo;NULL;NULL;21,02;26;10;11;35
1/18/24;Leederville;NULL;NULL;21,02;26;10;11;35
1/18/24;Marmion;NULL;NULL;21,04;26;10;13;37
1/18/24;North Perth;NULL;NULL;21,02;26;10;11;35
1/18/24;Queens Park;NULL;NULL;21,03;27;10;11;44
1/18/24;Tuart Hill;NULL;NULL;21,02;26;10;11;35
1/18/24;Whitby;NULL;NULL;21,06;27;10;11;43
1/30/24;Bayswater;NULL;NULL;18;36;10;12,09;37
1/30/24;Bickley;NULL;NULL;13,09;36;10;13;52
1/30/24;Clarkson;NULL;NULL;15,08;39;10;12,09;57
1/30/24;Duncraig;NULL;NULL;18;36;10;12,09;37
1/30/24;Glen Forrest;NULL;NULL;16,01;39;10;13;61
1/30/24;Inglewood;NULL;NULL;18;36;10;12,09;37
1/30/24;Kings Park;NULL;NULL;18;36;10;12,09;37
1/30/24;Mardella;NULL;NULL;17,01;36;10;12,09;48
1/30/24;North Lake;NULL;NULL;17,01;36;10;12,09;48
1/30/24;Port Kennedy;NULL;NULL;17,06;33;10;13;50
1/30/24;Singleton;NULL;NULL;17,04;34;10;13;33
1/30/24;Westminster;NULL;NULL;18;36;10;12,09;37
1/30/24;Beaconsfield;NULL;NULL;18,02;35;10;13;43
1/30/24;Bicton;NULL;NULL;18,02;35;10;13;43
1/30/24;Clifton Park;NULL;NULL;17,04;34;10;13;33
1/30/24;East Cannington;NULL;NULL;17,05;38;10;12,09;67
1/30/24;Greenwood;NULL;NULL;18;36;10;12,09;37
1/30/24;Innaloo;NULL;NULL;18;36;10;12,09;37
1/30/24;Leederville;NULL;NULL;18;36;10;12,09;37
1/30/24;Marmion;NULL;NULL;18,02;35;10;13;43
1/30/24;North Perth;NULL;NULL;18;36;10;12,09;37
1/30/24;Queens Park;NULL;NULL;17,05;38;10;12,09;67
1/30/24;Tuart Hill;NULL;NULL;18;36;10;12,09;37
1/30/24;Whitby;NULL;NULL;17,01;36;10;12,09;48
1/3/24;Bayswater;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Bickley;NULL;NULL;15,09;29;10;;76
1/3/24;Clarkson;NULL;NULL;18,07;32;10;11,03;59
1/3/24;Duncraig;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Glen Forrest;NULL;NULL;17,05;30;10;13;76
1/3/24;Inglewood;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Kings Park;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Mardella;NULL;NULL;18,09;32;10;11,03;59
1/3/24;North Lake;NULL;NULL;18,09;32;10;11,03;59
1/3/24;Port Kennedy;NULL;NULL;18,09;32;10;13;52
1/3/24;Singleton;NULL;NULL;18,09;31;10;13;48
1/3/24;Westminster;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Beaconsfield;NULL;NULL;18,09;32;10;13;48
1/3/24;Bicton;NULL;NULL;18,09;32;10;13;48
1/3/24;Clifton Park;NULL;NULL;18,09;31;10;13;48
1/3/24;East Cannington;NULL;NULL;19,02;31;5,06;11,03;63
1/3/24;Greenwood;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Innaloo;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Leederville;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Marmion;NULL;NULL;18,09;32;10;13;48
1/3/24;North Perth;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Queens Park;NULL;NULL;19,02;31;5,06;11,03;63
1/3/24;Tuart Hill;NULL;NULL;19,01;31;5,06;11,03;41
1/3/24;Whitby;NULL;NULL;18,09;32;10;11,03;59
1/24/24;Bayswater;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Bickley;NULL;NULL;14,04;29;10;13;43
1/24/24;Clarkson;NULL;NULL;15,06;32;10;12,09;50
1/24/24;Duncraig;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Glen Forrest;NULL;NULL;16,01;31;10;13;56
1/24/24;Inglewood;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Kings Park;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Mardella;NULL;NULL;16,02;29;10;12,09;50
1/24/24;North Lake;NULL;NULL;16,02;29;10;12,09;50
1/24/24;Port Kennedy;NULL;NULL;18,05;24;10;13;65
1/24/24;Singleton;NULL;NULL;18;27;10;13;48
1/24/24;Westminster;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Beaconsfield;NULL;NULL;17,08;26;10;13;52
1/24/24;Bicton;NULL;NULL;17,08;26;10;13;52
1/24/24;Clifton Park;NULL;NULL;18;27;10;13;48
1/24/24;East Cannington;NULL;NULL;16,08;31;8,06;12,09;52
1/24/24;Greenwood;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Innaloo;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Leederville;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Marmion;NULL;NULL;17,08;26;10;13;52
1/24/24;North Perth;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Queens Park;NULL;NULL;16,08;31;8,06;12,09;52
1/24/24;Tuart Hill;NULL;NULL;17,05;28;8,06;12,09;46
1/24/24;Whitby;NULL;NULL;16,02;29;10;12,09;50
12/8/23;Postans;POSTANS;CITY OF KWINANA;13,01;26;7,04;13;56
12/8/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15,02;24;7,04;13;50
12/15/23;Stratton;MIDDLE SWAN and STRATTON;CITY OF SWAN;15,06;33;10,08;12,07;37
12/15/23;Middle Swan;MIDDLE SWAN and STRATTON;CITY OF SWAN;15,06;33;10,08;12,07;37
12/29/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;17,03;33;14,02;11;61
12/29/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;14;29;14,02;12,07;65
2/9/24;Guildford;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18,08;43;14,02;12,05;46
2/9/24;Belmont;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;14,02;12,05;33
2/9/24;Ascot;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;14,02;12,05;33
2/9/24;Perth Airport;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18,08;43;14,02;12,05;46
2/9/24;Redcliffe;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;14,02;12,05;33
2/9/24;South Guildford;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18,08;43;14,02;12,05;46
2/9/24;South Perth;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;14,02;12,05;33
2/9/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;20,02;43;14,02;12,05;35
2/9/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;20,02;43;14,02;12,05;35
2/9/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;23;43;14,02;12,07;52
2/9/24;Jarrahdale;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20,02;43;14,02;12,05;35
2/9/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20,06;41;14,02;12,07;31
2/9/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;21;42;14,02;12,05;44
2/9/24;Serpentine;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20,06;41;14,02;12,07;31
2/23/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;17,09;37;9;12,01;39
2/23/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;18,08;39;14,02;12,07;52
2/23/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;17,09;37;9;12,01;39
1/5/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17;28;14,02;12,07;52
1/5/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17;28;14,02;12,07;52
1/19/24;Hamersley;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,04;27;10,02;12,08;37
1/19/24;Yanchep;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;20,05;NULL;14,02;12,07;52
1/19/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;21,04;27;10,02;12,08;37
12/4/23;Wanneroo;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18,04;26;8;11,08;33
12/4/23;Mariginiup;JANDABUP and MARIGINIUP;CITY OF WANNEROO;16,05;29;14,02;11,08;48
12/11/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;15,02;33;10,04;13,02;61
12/25/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;20,01;36;14,02;12;41
12/25/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;20;37;9,04;12;41
2/5/24;Swan View;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13,06;28;14,02;12,07;44
2/5/24;Stratton;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,09;28;10;12,07;31
2/5/24;Midvale;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13,06;28;14,02;12,07;44
